bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,created_at,updated_at,created_by,updated_by,status,comments
YILMAZ20102143,The use of Internet by high school students for educational purposes in respect to their learning approaches,M. Betül Yılmaz and Feza Orhan,Procedia - Social and Behavioral Sciences,2010,Science@Direct,2143 - 2150,2,,article,https://doi.org/10.1016/j.sbspro.2010.03.296,http://www.sciencedirect.com/science/article/pii/S1877042810003368,,,"Internet use, learning approaches, deep learning, surface learning, secondary school students",,1877-0428,,Innovation and Creativity in Education,,"43730,2","43730,2",marcelo.machado,,Unclassified,
DALLAVALLE201876,Social media big data integration: A new approach based on calibration,Luciana Dalla Valle and Ron Kenett,Expert Systems with Applications,2018,Science@Direct,76 - 90,111,,article,https://doi.org/10.1016/j.eswa.2017.12.044,http://www.sciencedirect.com/science/article/pii/S0957417417308667,,,"Bayesian networks, Calibration, Data integration, Social media, Information quality (InfoQ), Resampling techniques",,0957-4174,,Big Data Analytics for Business Intelligence,,"43730,2","43730,2",marcelo.machado,,Unclassified,
LABIB2017433,On the way to learning style models integration: a Learner's Characteristics Ontology,A. Ezzat Labib and José H. Canós and M. Carmen Penadés,Computers in Human Behavior,2017,Science@Direct,433 - 445,73,,article,https://doi.org/10.1016/j.chb.2017.03.054,http://www.sciencedirect.com/science/article/pii/S0747563217302133,,,"Learning style models, Ontology, E-learning, Adaptive learning, Personalized learning, Learning characteristics",,0747-5632,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
TAN20104850,Computationally efficient behaviour based controller for real time car racing simulation,C.H. Tan and K.C. Tan and A. Tay,Expert Systems with Applications,2010,Science@Direct,4850 - 4859,37,,article,https://doi.org/10.1016/j.eswa.2009.12.030,http://www.sciencedirect.com/science/article/pii/S0957417409010768,,,"Behaviour based controller, Genetic algorithms, Simulated car racing",,0957-4174,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
VITAYASAK2018129,Performance improvement of Teaching-Learning-Based Optimisation for robust machine layout design,Srisatja Vitayasak and Pupong Pongcharoen,Expert Systems with Applications,2018,Science@Direct,129 - 152,98,,article,https://doi.org/10.1016/j.eswa.2018.01.005,http://www.sciencedirect.com/science/article/pii/S0957417418300058,,,"Computational intelligence, Teaching-Learning-Based Optimisation, Facility layout, Robust design, Dynamic demand",,0957-4174,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
ARCHINT20137428,Semantic Ontology Mapping for Interoperability of Learning Resource Systems using a rule-based reasoning approach,Ngamnij Arch-int and Somjit Arch-int,Expert Systems with Applications,2013,Science@Direct,7428 - 7443,40,,article,https://doi.org/10.1016/j.eswa.2013.07.027,http://www.sciencedirect.com/science/article/pii/S0957417413005046,,,"Ontology mapping, Learning resource systems, Semantic interoperability, Learning object, Semantic conflicts, Structural conflicts, Rule-based reasoning",,0957-4174,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
HONG2016214,"Internet cognitive failure relevant to self-efficacy, learning interest, and satisfaction with social media learning",Jon-Chao Hong and Ming-Yueh Hwang and Elson Szeto and Chi-Ruei Tsai and Yen-Chun Kuo and Wei-Yeh Hsu,Computers in Human Behavior,2016,Science@Direct,214 - 222,55,,article,https://doi.org/10.1016/j.chb.2015.09.010,http://www.sciencedirect.com/science/article/pii/S0747563215301412,,,"Social media, Self-efficacy, Internet cognitive failure, Self-directed learning, Learning interest",,0747-5632,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
CALVOPORRAL2015532,Switching behavior and customer satisfaction in mobile services: Analyzing virtual and traditional operators,Cristina Calvo-Porral and Jean-Pierre Lévy-Mangin,Computers in Human Behavior,2015,Science@Direct,532 - 540,49,,article,https://doi.org/10.1016/j.chb.2015.03.057,http://www.sciencedirect.com/science/article/pii/S0747563215002472,,,"Mobile services, Customer satisfaction, Switching behavior, Loyalty",,0747-5632,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
BILETSKIY20099113,An adjustable personalization of search and delivery of learning objects to learners,Yevgen Biletskiy and Hamidreza Baghi and Igor Keleberda and Michael Fleming,Expert Systems with Applications,2009,Science@Direct,9113 - 9120,36,,article,https://doi.org/10.1016/j.eswa.2008.12.038,http://www.sciencedirect.com/science/article/pii/S0957417408009081,,,"e-Learning, Learning objects, Personalization, Ontology, User modeling",,0957-4174,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
BILETSKA20107003,A semantic approach to expert system for e-Assessment of credentials and competencies,Oksana Biletska and Yevgen Biletskiy and Howard Li and Ruslan Vovk,Expert Systems with Applications,2010,Science@Direct,7003 - 7014,37,,article,https://doi.org/10.1016/j.eswa.2010.03.018,http://www.sciencedirect.com/science/article/pii/S0957417410001995,,,"e-Learning, e-Assessment, PLAR, Semantic web, Ontology, RDFS, POSL, OpenL",,0957-4174,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
ROSCOE2016103,Online information search and decision making: Effects of web search stance,Rod D. Roscoe and Carola Grebitus and Joseph O'Brian and Adam C. Johnson and Irfan Kula,Computers in Human Behavior,2016,Science@Direct,103 - 118,56,,article,https://doi.org/10.1016/j.chb.2015.11.028,http://www.sciencedirect.com/science/article/pii/S0747563215302430,,,"Advertising, Choice modeling, Decision making, Online information search, Online learning, Search behaviors",,0747-5632,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
LAU20141,Developing and validating of a perceived ICT literacy scale for junior secondary school students: Pedagogical and educational contributions,Wilfred W.F. Lau and Allan H.K. Yuen,Computers & Education,2014,Science@Direct,1 - 9,78,,article,https://doi.org/10.1016/j.compedu.2014.04.016,http://www.sciencedirect.com/science/article/pii/S0360131514001018,,,"ICT literacy scale, Junior secondary school students, Reliability, Validity, Gender differences",,0360-1315,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
PARISINI20125739,Sliced Neighborhood Search,Fabio Parisini and Michela Milano,Expert Systems with Applications,2012,Science@Direct,5739 - 5747,39,,article,https://doi.org/10.1016/j.eswa.2011.11.096,http://www.sciencedirect.com/science/article/pii/S0957417411016423,,,"Combinatorial optimization, Constraint programming, Metaheuristics, Sliced Neighborhood Search, Large Neighborhood Search",,0957-4174,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
YANG2013429,"New World, New Learning: Trends and Issues of E-Learning",Harrison Hao Yang,Procedia - Social and Behavioral Sciences,2013,Science@Direct,429 - 442,77,,article,https://doi.org/10.1016/j.sbspro.2013.03.098,http://www.sciencedirect.com/science/article/pii/S1877042813005351,,,,,1877-0428,,The Harmony of Civilization and Prosperity for All: Selected Papers of Beijing Forum (2009-2010),,"43730,2","43730,2",marcelo.machado,,Unclassified,
CHU20095456,Development of an adaptive learning case recommendation approach for problem-based e-learning on mathematics teaching for students with mild disabilities,Hui-Chuan Chu and Tsung-Yi Chen and Chia-Jou Lin and Min-Ju Liao and Yuh-Min Chen,Expert Systems with Applications,2009,Science@Direct,5456 - 5468,36,,article,https://doi.org/10.1016/j.eswa.2008.06.140,http://www.sciencedirect.com/science/article/pii/S0957417408004302,,,"Problem-based e-learning, Case-based reasoning, Clustering analysis, Probability latent semantic analysis",,0957-4174,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
HAJIABOTORABI2019112842,Improving DWT-RNN model via B-spline wavelet multiresolution to forecast a high-frequency time series,Zeinab Hajiabotorabi and Aliyeh Kazemi and Faramarz Famil Samavati and Farid Mohammad Maalek Ghaini,Expert Systems with Applications,2019,Science@Direct,112842,138,,article,https://doi.org/10.1016/j.eswa.2019.112842,http://www.sciencedirect.com/science/article/pii/S0957417419305445,,,"Discrete wavelet transform, B-spline wavelets multiresolution, Artificial neural networks, Return volatility, Financial time series forecasting",,0957-4174,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
ABANDA20135563,Trends in built environment semantic Web applications: Where are we today?,F.H. Abanda and J.H.M. Tah and R. Keivani,Expert Systems with Applications,2013,Science@Direct,5563 - 5577,40,,article,https://doi.org/10.1016/j.eswa.2013.04.027,http://www.sciencedirect.com/science/article/pii/S0957417413002649,,,"Built environment, Climate change, Linked open data, Semantic Web",,0957-4174,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
STEINMETZ20171,State space search nogood learning: Online refinement of critical-path dead-end detectors in planning,Marcel Steinmetz and Jörg Hoffmann,Artificial Intelligence,2017,Science@Direct,1 - 37,245,,article,https://doi.org/10.1016/j.artint.2016.12.002,http://www.sciencedirect.com/science/article/pii/S0004370216301448,,,"Search, Heuristic search, Planning",,0004-3702,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
GHOSH2019172,Recursive Memetic Algorithm for gene selection in microarray data,Manosij Ghosh and Shemim Begum and Ram Sarkar and Debasis Chakraborty and Ujjwal Maulik,Expert Systems with Applications,2019,Science@Direct,172 - 185,116,,article,https://doi.org/10.1016/j.eswa.2018.06.057,http://www.sciencedirect.com/science/article/pii/S0957417418303956,,,"Recursive memetic algorithm, Gene selection, Microarry data, Biomarker, Cancer classification",,0957-4174,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
SIRISORN2013404,Factors Influencing the Success of Web-based Training for Teachers of The Secondary Educational Service Area Office 30,Issaree Sirisorn and Saroach Sopeerak,Procedia - Social and Behavioral Sciences,2013,Science@Direct,404 - 409,103,,article,https://doi.org/10.1016/j.sbspro.2013.10.353,http://www.sciencedirect.com/science/article/pii/S1877042813037981,,,"Web-based training, e-Learning, Active Learning",,1877-0428,,13th International Educational Technology Conference,,"43730,2","43730,2",marcelo.machado,,Unclassified,
CHO20151426,"Investigation On Structural Relationship Among Adolescents’ Media Use, Self-Directed Learning, And Ego-Resilience",Youngsun Cho and Jisuk Kim and Miseok Yang,Procedia - Social and Behavioral Sciences,2015,Science@Direct,1426 - 1430,191,,article,https://doi.org/10.1016/j.sbspro.2015.04.528,http://www.sciencedirect.com/science/article/pii/S1877042815027883,,,"adolescents, media usage, self-directed learning, ego-resilience ;",,1877-0428,,The Proceedings of 6th World Conference on educational Sciences,,"43730,2","43730,2",marcelo.machado,,Unclassified,
ZHU20112476,How does Internet information seeking help academic performance? – The moderating and mediating roles of academic self-efficacy,Yu-Qian Zhu and Li-Yueh Chen and Houn-Gee Chen and Ching-Chin Chern,Computers & Education,2011,Science@Direct,2476 - 2484,57,,article,https://doi.org/10.1016/j.compedu.2011.07.006,http://www.sciencedirect.com/science/article/pii/S0360131511001540,,,"Academic self-efficacy, Information seeking, Internet, Academic performance",,0360-1315,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
BARAK2009841,MOSAICA: A web-2.0 based system for the preservation and presentation of cultural heritage,Miri Barak and Orit Herscoviz and Zvia Kaberman and Yehudit J. Dori,Computers & Education,2009,Science@Direct,841 - 852,53,,article,https://doi.org/10.1016/j.compedu.2009.05.004,http://www.sciencedirect.com/science/article/pii/S0360131509001158,,,"Cross-cultural projects, Evaluation of CAL systems, Interactive learning environments, Human-computer interface, Learning communities",,0360-1315,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
YAO2017239,Learning Bayesian network parameters under equivalence constraints,Tiansheng Yao and Arthur Choi and Adnan Darwiche,Artificial Intelligence,2017,Science@Direct,239 - 257,244,,article,https://doi.org/10.1016/j.artint.2015.05.007,http://www.sciencedirect.com/science/article/pii/S0004370215000818,,,"Bayesian networks, Parameter learning, Learning with constraints, Semi-supervised learning",,0004-3702,,Combining Constraint Solving with Mining and Learning,,"43730,2","43730,2",marcelo.machado,,Unclassified,
SICILIA20111389,"Modeling instructional-design theories with ontologies: Using methods to check, generate and search learning designs",Miguel-Ángel Sicilia and Miltiadis D. Lytras and Salvador Sánchez-Alonso and Elena García-Barriocanal and Miguel Zapata-Ros,Computers in Human Behavior,2011,Science@Direct,1389 - 1398,27,,article,https://doi.org/10.1016/j.chb.2010.07.040,http://www.sciencedirect.com/science/article/pii/S0747563210002360,,,"Instructional design, Ontologies, Learning objects, IMS LD, OWL, SWRL",,0747-5632,,Social and Humanistic Computing for the Knowledge Society,,"43730,2","43730,2",marcelo.machado,,Unclassified,
CHENITIBELCADHI2016562,Personalized feedback for self assessment in lifelong learning environments based on semantic web,Lilia Cheniti Belcadhi,Computers in Human Behavior,2016,Science@Direct,562 - 570,55,,article,https://doi.org/10.1016/j.chb.2015.07.042,http://www.sciencedirect.com/science/article/pii/S0747563215300534,,,"Personalized feedback, Web services, Ontology, Web-based assessment, Lifelong learning",,0747-5632,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
BENJUMEDA201966,Learning tractable Bayesian networks in the space of elimination orders,Marco Benjumeda and Concha Bielza and Pedro Larrañaga,Artificial Intelligence,2019,Science@Direct,66 - 90,274,,article,https://doi.org/10.1016/j.artint.2018.11.007,http://www.sciencedirect.com/science/article/pii/S0004370219300244,,,"Learning tractable models, Inference complexity, Bayesian networks, Treewidth estimation, Machine learning",,0004-3702,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
TSAI2009473,Online Information Searching Strategy Inventory (OISSI): A quick version and a complete version,Meng-Jung Tsai,Computers & Education,2009,Science@Direct,473 - 483,53,,article,https://doi.org/10.1016/j.compedu.2009.03.006,http://www.sciencedirect.com/science/article/pii/S0360131509000748,,,"Teaching/learning strategies, Secondary education, Pedagogical issues, Cognitive strategies, On-line search strategies",,0360-1315,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
HERSH201430,Evaluation framework for ICT-based learning technologies for disabled people,Marion Hersh,Computers & Education,2014,Science@Direct,30 - 47,78,,article,https://doi.org/10.1016/j.compedu.2014.05.001,http://www.sciencedirect.com/science/article/pii/S0360131514001146,,,"Evaluation methodologies, Lifelong learning, Disability studies, Cross-cultural projects",,0360-1315,,,,"43730,2","43730,2",marcelo.machado,,Unclassified,
